lat,lng
29.3647,113.1309
55.7908,49.1144
33.5830,114.0109
10.9833,-74.8019
30.5150,47.8100
-8.6717,115.2339
35.8614,139.6456
31.3189,48.6842
35.9508,139.6994
-23.4667,-46.5333
32.6806,73.9333
41.8708,123.8917
31.6685,-106.4200
21.9747,96.0836
30.9500,117.7833
14.5167,121.0500
51.0500,-114.0667
27.3019,105.2863
-1.4558,-48.5039
21.6540,110.6294
44.8178,20.4569
29.3498,104.7645
21.8556,111.9627
41.8230,-71.4187
43.0642,-87.9675
22.5833,113.0833
50.2431,127.5060
31.3697,119.8239
0.5333,101.4500
18.0000,121.8000
35.7767,-5.8039
-26.2678,27.8586
23.1667,79.9333
32.2109,119.4551
34.0244,113.8201
33.5886,119.0192
29.3260,79.1537
29.2117,79.4654
20.7208,-103.3911
1.0299,104.0950
33.9317,116.4459
50.8333,4.3333
36.1833,117.6667
25.3375,55.4119
19.2500,73.1500
32.6877,109.0235
23.6833,86.9667
32.3852,120.5634
29.5854,103.7575
37.2858,127.0100
7.0662,125.6094
30.0575,103.8381
31.6500,120.7333
16.5167,80.6167
36.4500,115.9833
9.5656,44.0606
22.6293,110.1507
19.4700,72.8000
34.5809,105.7311
22.7000,110.3500
22.9900,120.1850
36.1715,-86.7842
34.6400,50.8764
3.1167,43.6500
38.9355,100.4553
14.1058,-87.2047
14.0982,-87.2072
25.3189,83.0128
56.3269,44.0075
34.3914,132.4519
18.7889,98.9833
11.8333,13.1500
9.2000,76.8833
1.1300,104.0531
-32.9575,-60.6394
42.3000,69.6000
42.8667,74.5667
17.9714,-76.7931
26.2312,104.0966
37.3806,118.0125
25.2861,51.5294
40.7776,-111.9311
34.0911,74.8061
35.2992,113.8851
29.5872,105.0635
35.8324,-78.6429
55.1500,61.4000
32.8976,13.1753
-7.9689,112.6327
19.8800,75.3200
28.2333,117.0000
-7.7167,109.0170
34.3962,113.7249
14.7440,-17.4021
-5.8961,22.4167
34.0433,-5.0033
-5.4294,105.2625
36.8833,118.7333
29.8239,112.9019
23.7928,86.4350
40.6653,122.2297
19.7475,96.1150
36.0656,113.8153
31.6269,74.8770
-4.4049,15.3736
45.0333,38.9833
12.8000,45.0333
53.1833,50.1167
53.5344,-113.4903
39.5196,116.7006
26.4515,111.5953
27.8407,113.1469
54.7261,55.9475
-3.3825,29.3611
47.2225,39.7100
-25.9689,32.5733
-2.4908,28.8428
32.9387,119.8404
35.5500,129.3167
41.7225,44.7925
30.3931,104.5465
18.2533,109.5036
41.1144,121.1292
59.9133,10.7389
36.8008,10.1800
34.1511,113.4733
40.1814,44.5144
-2.5167,32.9000
10.9508,106.8221
10.2469,-67.5958
54.9667,73.3833
37.3886,-5.9956
37.5295,-77.4756
9.4075,-0.8533
56.0089,92.8719
12.1100,15.0500
-6.7833,39.2000
31.6295,-7.9811
37.2361,127.2011
33.0794,107.0260
43.6044,1.4433
0.5153,25.1911
30.3972,114.8842
51.1333,71.4333
36.0000,119.4167
19.3876,-98.9926
22.5800,88.3294
23.3556,85.3347
19.4006,-99.0148
26.2125,78.1775
45.4247,-75.6950
40.8523,122.7474
-8.1119,-79.0289
11.2833,49.1833
31.8576,106.7559
50.6319,3.0575
37.6564,126.8350
38.2682,140.8694
24.4164,111.5478
10.0678,-69.3467
-0.7203,37.1594
12.1547,-86.2737
32.5500,-115.1500
21.6000,108.3000
35.2290,113.2304
51.6717,39.2106
16.4561,107.5764
33.9562,116.7890
-2.5300,-44.3028
35.1087,-89.9663
26.2944,73.0278
-25.9667,32.4667
28.6583,121.4221
5.1167,7.3667
37.9500,58.3833
6.4403,7.4942
-33.6333,-71.6500
18.4625,-69.9361
24.8011,113.5927
58.0139,56.2489
30.7364,76.7883
51.9200,4.4800
-8.7833,13.3667
30.1286,31.2422
32.9773,114.0253
6.3106,-10.8047
35.4676,-97.5136
25.4231,-100.9919
33.6989,73.0369
22.3559,110.9369
10.8486,106.7721
48.7086,44.5147
46.4775,30.7326
21.2379,81.6337
35.2281,128.6811
-16.3989,-71.5369
17.9756,79.6011
25.0910,104.9011
37.2000,126.7667
33.4433,114.8994
25.1800,75.8300
30.1958,67.0172
28.3640,79.4150
59.3275,18.0547
14.6417,-90.5133
44.8379,-0.5795
32.1724,120.0142
24.1681,115.6669
24.2998,116.1191
41.7661,-72.6834
-13.9864,33.7681
30.9273,113.9110
38.1663,-85.6485
36.2481,119.9625
24.1878,113.4042
37.4513,116.3105
22.7645,111.5745
-6.5978,106.7993
46.0635,125.9773
33.7350,113.2999
41.0470,28.6580
30.4673,106.6336
35.6073,140.1064
35.4667,44.4000
34.1736,112.8390
21.4283,110.7749
37.0659,114.4753
34.3662,118.3369
48.4675,35.0400
23.6167,90.5000
-33.9180,25.5701
31.8131,121.6574
36.7167,-4.4167
27.8983,102.2706
31.6858,118.5101
10.2930,123.9020
35.7639,115.0300
32.7817,-97.3474
15.3333,38.9167
-20.4686,-54.6222
30.0000,120.5833
36.6967,118.4797
25.7989,113.0267
36.0812,111.5087
-9.6658,-35.7350
19.5000,109.5833
-33.0461,-71.6197
20.8000,106.6667
17.6703,75.9011
8.4872,-13.2356
35.7278,107.6400
18.4855,-69.8734
37.4386,127.1378
17.9800,102.6300
38.5731,68.7864
36.3619,119.1072
34.3167,47.0686
-4.4403,15.4134
41.1918,-73.1954
34.3297,108.7092
34.0500,-6.8167
40.7094,120.8378
43.7019,7.2683
15.3108,75.0925
39.8875,32.8567
35.6465,139.6532
24.5093,117.6612
31.7767,35.2342
15.6333,32.6333
33.8834,130.8752
42.9018,-78.8487
21.8808,-102.2961
44.5861,129.5997
22.8167,89.5500
30.0687,-89.9288
35.0304,110.9980
28.6369,-106.0769
30.8706,105.3784
12.3086,76.6531
40.9507,117.9567
39.4500,75.9833
35.6969,-0.6331
54.3483,18.6540
10.8269,78.6928
10.3997,-75.5144
19.4786,-99.2337
40.8358,14.2486
22.6896,109.2674
-0.9556,100.3606
5.4833,7.0333
35.2125,114.7350
-34.9333,-57.9500
11.1833,-4.2833
-14.9167,13.5000
48.0158,37.8028
29.0750,-110.9583
0.4078,9.4403
44.9115,127.1501
-22.8269,-43.0539
36.1860,116.7720
7.1186,-73.1161
20.9700,-89.6200
22.1717,111.7846
14.6800,120.4500
32.1541,-110.8787
4.3732,18.5628
7.1500,3.3500
21.1614,-86.8248
32.8534,120.3037
28.8389,78.7769
14.5886,121.1757
28.3972,36.5789
-16.5047,-68.1633
10.1547,105.5005
5.8833,7.9333
35.5500,45.4333
41.2643,123.1772
11.1075,77.3398
36.3833,119.7500
22.4700,70.0700
28.4667,77.0333
33.4258,43.2992
27.8800,78.0800
32.5320,120.4604
31.3256,75.5792
57.1500,65.5333
29.6458,91.1408
11.3000,2.4333
30.1256,104.6397
4.6000,101.0700
31.8476,-106.4300
-8.9117,13.3710
41.2920,123.7610
46.8081,130.3653
32.6360,-115.4759
6.6186,3.3426
23.4833,111.3167
37.1692,120.0176
4.6333,101.1167
27.6333,113.8500
50.8058,-1.0872
50.9025,-1.4042
26.5895,111.8481
14.5605,121.0765
28.9632,117.1203
38.4167,77.2406
34.3422,118.0097
47.4585,126.9632
36.6372,127.4897
7.2500,5.1950
8.5000,4.5500
36.1911,44.0094
27.7100,85.3200
35.5256,113.6976
30.9456,117.8114
45.0792,7.6761
37.6803,112.7319
27.7950,114.9242
51.5300,46.0350
20.2950,85.8250
-6.3640,107.1780
41.2627,-96.0529
-12.7667,15.7333
34.9057,108.9422
-7.1200,-34.8800
-0.5022,117.1536
34.5733,135.4830
34.5380,113.3796
-8.8389,13.2958
9.9333,8.8833
26.2252,-98.2467
27.8431,112.9228
40.1167,124.3833
5.4083,100.3696
19.3000,72.8500
-23.6939,-46.5650
28.8500,77.1000
24.7903,-107.3878
26.5849,101.7149
41.0219,28.7772
37.7348,115.6860
50.0614,19.9372
40.6403,22.9356
27.2418,111.4725
-15.7861,35.0058
2.8883,-75.4339
29.2500,88.8833
31.1423,97.1820
1.4556,103.7611
-26.3333,28.1500
38.3037,116.8452
26.6448,118.1728
36.9758,120.7136
20.5881,-100.3881
36.8494,115.7061
5.4111,100.3356
15.5053,-88.0251
31.9948,119.5750
31.2625,32.3061
37.9162,139.0364
51.0493,13.7381
40.6629,-73.6089
34.7109,137.7262
34.7513,112.9854
35.2606,73.2183
32.3062,118.3115
43.2631,-2.9350
-1.6794,29.2336
6.3667,2.4167
34.7333,36.7167
36.8625,117.7424
30.9475,118.7518
33.5279,-86.7971
37.4989,126.7831
25.6811,100.3003
30.0533,119.9519
41.7646,86.1527
40.2794,69.6319
39.9167,127.5333
54.6872,25.2800
42.0127,121.6486
24.2075,55.7447
11.0667,7.7000
35.1054,-106.6465
26.2456,105.9340
31.7761,104.7406
29.3956,71.6722
-18.9189,-48.2769
39.9808,117.0701
10.5105,7.4165
49.8844,-97.1464
41.0344,28.8569
2.3447,42.2764
28.7200,79.3200
9.7423,-63.1889
30.3833,113.4000
21.2667,40.4167
8.3224,-62.6897
-5.7950,-35.2089
2.7833,45.5000
35.7551,139.6585
7.9075,-72.5047
-23.6533,-46.5280
22.3762,112.6877
36.1283,-95.9042
6.7697,47.4308
25.7232,119.3735
14.3294,120.9367
3.0333,101.4500
27.2005,84.9844
8.4875,76.9525
19.7028,-101.1922
-15.1167,39.2667
40.9106,29.2961
23.5533,116.3649
-25.7464,28.1881
8.4833,124.6500
21.6131,96.1303
7.6833,-5.0331
48.4800,124.8738
-5.5667,12.2000
32.8030,130.7079
30.2911,57.0678
-23.1789,-45.8869
35.5613,139.7160
41.6500,-0.8833
37.5486,45.0675
32.8168,-79.9687
26.1500,91.7700
46.8139,-71.2081
37.6367,127.2142
36.7830,-119.7939
-6.4167,20.8000
-21.1776,-47.8101
37.8576,113.5762
7.7597,4.5761
34.7875,113.3839
43.2567,-79.8692
34.4603,113.0280
-23.5667,-46.7833
30.5000,117.0333
35.0833,112.5833
31.6783,117.7353
26.2167,50.5833
41.0208,29.1204
-3.3953,29.1378
23.5500,87.3200
35.5714,139.3731
32.0290,44.3396
22.9297,111.0186
-23.5019,-47.4578
37.9874,106.1919
6.1167,125.1667
33.6250,114.6418
34.5221,110.8786
49.8425,24.0322
36.8667,120.5333
34.6551,133.9196
39.0099,106.3694
-36.8200,-73.0445
43.6000,-79.6500
44.3000,86.0333
29.9667,32.5333
1.7156,44.7703
41.1664,80.2500
14.6936,120.9656
37.1653,122.4867
24.9000,91.8667
-8.1128,-35.0150
30.9933,103.6240
47.8500,35.1175
34.2189,113.7693
19.3000,73.0667
35.5200,35.7781
26.9917,85.8917
51.4536,-2.5975
29.9640,77.5460
23.7503,114.6923
38.7333,125.4000
26.7200,88.4200
33.8992,70.1008
33.5097,126.5219
46.6384,126.9808
35.7066,139.8683
43.1680,-77.6162
35.1350,36.7500
30.2018,115.0326
13.1147,80.1098
39.7370,98.5049
10.3158,9.8442
11.6500,78.1667
29.4072,30.8667
5.3500,-3.9667
0.3700,32.5250
7.8019,6.7442
25.6716,-100.2145
-15.5958,-56.0969
25.5439,-103.4190
32.6167,44.0333
31.6283,48.6147
14.4978,120.9907
37.7333,117.2167
37.9278,102.6329
29.6700,78.9098
29.9333,78.5333
34.5000,74.5333
30.7167,77.1500
34.9756,138.3825
47.2172,-1.5539
45.2937,130.9650
35.7749,139.8044
22.1900,113.5381
-0.0833,109.3667
27.5667,30.8167
5.5375,46.3875
37.2761,49.5886
27.8116,106.4133
-7.3258,108.2202
9.9667,76.2833
10.9097,-74.7858
26.6443,-81.9957
57.7075,11.9675
-19.9319,-44.0539
51.1100,17.0325
16.8629,-99.8870
26.7611,83.3667
42.8322,93.5155
37.9833,-1.1303
39.7805,-84.2003
16.3000,80.4500
41.7833,129.7833
35.7497,114.2887
28.5833,112.3333
35.7051,115.0141
-20.1667,28.5667
31.0540,116.9507
45.8131,15.9772
53.5167,49.4167
42.9825,47.5050
-3.3144,114.5923
10.6038,-67.0303
-17.3935,-66.1570
14.4624,120.9645
-12.2669,-38.9669
25.3608,49.5997
8.9195,11.3264
34.4996,109.4684
34.7400,10.7600
32.0836,72.6711
24.8309,92.6143
24.0228,-104.6544
36.8100,127.1475
43.6833,-79.7667
6.4486,2.3556
4.5781,-74.2144
30.4420,-91.1311
19.5367,-99.1947
35.8219,127.1489
25.5978,103.7961
14.8131,121.0464
33.2605,115.3618
20.6369,-103.3096
40.5333,72.7833
51.7500,19.4667
33.6096,-117.6551
28.2861,117.2083
40.5961,-75.4756
35.6947,139.9826
28.1277,121.2288
27.1172,114.9793
21.7745,72.1525
38.8674,-104.7605
22.0057,100.7948
25.0208,98.4972
36.9831,35.3328
24.8806,67.1625
40.2457,-111.6457
23.3448,112.6956
25.8833,116.0333
22.3802,114.1900
31.9579,119.1595
3.1073,101.6067
28.57,77.32
31.0236,113.1079
5.9614,10.1517
28.0997,-15.4133
23.4500,91.2000
6.5333,3.3500
29.3395,105.2868
22.5800,88.4200
32.1167,20.0667
25.0461,101.5436
-10.9111,-37.0717
41.2279,-111.9682
38.1157,13.3613
22.8000,86.1833
26.5555,106.4646
14.6170,120.9670
43.1715,124.3644
-24.7883,-65.4106
35.9692,-83.9496
55.8611,-4.2500
40.9953,71.6725
21.2100,81.3800
50.9264,26.2397
26.5685,50.0089
-12.8208,28.2119
12.8717,74.8425
27.5494,109.9592
23.3715,104.2437
19.9370,110.4910
37.3236,126.8219
24.0167,79.1333
29.5944,79.6418
29.6700,79.5770
42.9619,-85.6562
31.0500,31.3833
53.3567,83.7872
45.7680,131.0063
51.3394,12.3711
29.8493,31.3327
10.9050,106.6994
5.2667,-3.9000
-29.6009,30.3796
14.8022,42.9511
25.5731,84.8358
-26.3039,-48.8458
56.8500,53.2167
56.9475,24.1069
48.4833,135.0667
14.4500,120.9833
13.5789,44.0219
30.6583,117.4849
34.7736,111.1950
19.4375,-98.9542
31.6207,65.7159
-6.1200,106.1503
54.3167,48.3667
-1.6288,103.6082
34.0378,-80.9036
28.0667,115.5375
11.2478,75.7803
51.2667,7.1833
3.8167,103.3333
-28.0167,153.4000
44.0222,87.2961
36.9947,127.0889
42.6664,-73.7987
20.4500,85.8667
25.2919,51.4244
52.2892,104.2800
26.3000,83.9167
-9.5469,16.3387
47.9100,33.3900
11.5950,43.1481
32.6853,119.0041
33.8833,-5.5500
10.6677,122.9533
9.3000,13.4000
5.4667,10.4167
32.8192,34.9992
13.3422,77.1017
-7.6087,15.0613
-1.1489,116.9031
47.7235,128.8893
51.5139,7.4653
-29.8583,31.0250
35.8042,139.7197
31.5968,130.5571
-38.0000,-57.5500
20.6742,-101.3475
30.9667,31.1667
52.0167,8.5333
32.5000,74.5333
43.1150,131.8853
4.8143,-75.6946
31.5069,34.4560
24.7355,118.6434
26.0922,-98.2778
29.4929,60.8503
31.4515,121.1043
51.4508,7.0131
-6.8800,107.5385
1.0712,34.1750
29.1046,119.6494
23.3989,103.3631
45.2116,127.9620
35.7512,139.7092
14.3333,121.0833
3.0833,101.5333
17.6700,75.3300
35.6995,139.6364
-23.3100,-51.1628
19.6158,37.2164
-20.1289,-40.3078
16.7531,-93.1156
18.8000,110.4000
30.3180,78.0290
38.5158,114.9845
53.0758,8.8072
27.3128,30.9703
20.5497,74.5347
35.6664,139.3160
14.2167,121.1667
30.3331,77.9608
30.3164,77.9886
30.3707,77.7757
10.7000,122.5667
-33.6167,-70.5833
34.0211,-6.8414
-6.1333,24.4833
21.4667,109.1000
30.3127,31.3202
-0.2833,36.0667
41.5725,-93.6105
20.6233,-103.2456
32.5556,35.8500
26.4179,112.8457
30.8925,120.0875
19.6167,110.7500
49.1900,-122.8489
36.7000,67.1167
-12.0522,-77.1392
57.6264,39.8933
41.3113,-72.9246
47.0228,28.8353
35.3529,-119.0359
51.2206,4.4003
36.8528,119.3904
23.6700,86.1500
27.1869,31.1714
16.7000,74.2333
13.1833,30.2167
32.2803,119.1700
21.1610,81.7870
44.4072,8.9340
40.9064,29.2111
31.8578,-116.6058
34.3419,62.2031
5.0500,7.9333
8.1333,4.2500
34.8065,48.5162
27.9631,-80.6593
27.2000,120.2000
22.2492,84.8828
22.8167,70.8333
32.3360,76.0601
24.3667,88.6000
-6.7717,-79.8383
14.3833,121.0500
-7.5667,110.8167
26.4680,74.6390
52.2692,10.5211
19.1500,77.3333
39.6844,106.8158
39.5667,2.6497
-25.6667,27.2336
20.9333,77.7500
-26.8167,-65.2167
38.7122,-9.1340
42.9044,129.5067
52.0800,4.3100
55.7149,52.3697
52.3744,9.7386
30.6520,113.8274
40.7833,72.3506
53.4790,-2.2452
14.4333,79.9667
19.7000,-98.9667
42.7614,-3.2942
52.4083,16.9336
33.5350,105.3490
39.6547,66.9758
4.1425,-73.6294
47.3139,130.2775
5.6469,100.4878
56.4886,84.9522
37.3590,120.3960
55.3333,86.0667
43.9635,81.5221
19.3186,-98.8822
25.8797,-97.5042
-8.9000,33.4500
31.0439,46.2575
34.2999,108.4816
32.4833,44.4333
-21.7642,-43.3503
36.5448,104.1766
28.4667,-16.2500
30.4214,-9.5831
19.1903,-96.1533
41.5757,120.4486
41.0798,-81.5219
31.4174,119.4786
51.7667,55.1000
53.7975,-1.5436
15.4500,36.4000
1.4500,103.8900
35.2342,128.8811
17.3333,76.8333
37.9722,-122.0016
22.7697,112.9578
-19.8333,34.8500
38.5019,43.4167
41.7152,82.9604
55.8000,37.9500
26.2672,107.5143
31.8972,54.3675
38.2500,48.3000
